,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,101.0,0.0,551.0,0.0,474.9375552845854,403.32023232190284,472.67828310251906,483.15785034810403
1,0.02001953125,0.0,0.0,101.0,0.0,551.0,0.0,474.9375552845854,403.32023232190284,472.67828310251906,483.15785034810403
2,0.050048828125,0.0,0.0,101.0,0.0,550.0,0.0,474.9375552845854,403.32023232190284,472.67828310251906,483.15785034810403
3,0.070068359375,0.0,0.0,100.0,0.0,550.0,0.0,475.1063282211294,403.16719622754135,472.70315673832107,483.11606632484535
4,0.10009765625,0.0,0.0,101.0,0.0,550.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
5,0.1298828125,0.0,0.0,101.0,0.0,550.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
6,0.14990234375,0.0,0.0,100.0,0.0,551.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
7,0.179931640625,0.0,0.0,101.0,0.0,552.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
8,0.2099609375,0.0,0.0,101.0,0.0,550.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
9,0.22998046875,0.0,0.0,100.0,0.0,550.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
10,0.260009765625,0.0,0.0,101.0,0.0,548.0,0.0,474.96486472033655,403.2626022381652,472.70315673832107,483.11606632484535
11,0.280029296875,0.0,0.0,101.0,0.0,551.0,0.0,474.81028852928443,403.3520563502923,472.50245903095356,482.86028226525644
12,0.31005859375,0.0,0.0,101.0,0.0,550.0,0.0,474.81028852928443,403.3520563502923,472.50245903095356,482.86028226525644
13,0.330078125,0.0,0.0,100.0,0.0,549.0,0.0,474.81028852928443,403.3520563502923,472.50245903095356,482.86028226525644
14,0.360107421875,0.0,0.0,101.0,0.0,549.0,0.0,474.81028852928443,403.3520563502923,472.50245903095356,482.86028226525644
15,0.389892578125,0.0,0.0,101.0,0.0,549.0,0.0,474.81028852928443,403.3520563502923,472.50245903095356,482.86028226525644
16,0.409912109375,0.0,0.0,101.0,0.0,550.0,0.0,474.8038869616172,403.38714878437804,472.55075088176585,482.90244382686524
17,0.43994140625,0.0,0.0,101.0,0.0,551.0,0.0,474.8038869616172,403.38714878437804,472.55075088176585,482.90244382686524
18,0.469970703125,0.0,0.0,100.0,0.0,550.0,0.0,474.8038869616172,403.38714878437804,472.55075088176585,482.90244382686524
19,0.489990234375,0.0,0.0,101.0,0.0,550.0,0.0,474.8038869616172,403.38714878437804,472.55075088176585,482.90244382686524
20,0.52001953125,0.0,0.0,101.0,0.0,550.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
21,0.5400390625,0.0,0.0,101.0,0.0,550.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
22,0.570068359375,0.0,0.0,101.0,0.0,550.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
23,0.590087890625,0.0,0.0,100.0,0.0,550.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
24,0.6201171875,0.0,0.0,101.0,0.0,548.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
25,0.64990234375,0.0,0.0,101.0,0.0,550.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
26,0.669921875,0.0,0.0,101.0,0.0,553.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
27,0.699951171875,0.0,0.0,101.0,0.0,550.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
28,0.72998046875,0.0,0.0,100.0,0.0,551.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
29,0.75,0.0,0.0,101.0,0.0,551.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
30,0.780029296875,0.0,0.0,101.0,0.0,551.0,0.0,474.78303523648736,403.40947751121877,472.55236022457836,482.91100256027113
31,0.800048828125,0.0,0.0,101.0,0.0,554.0,0.0,474.80828703064833,403.5568402290769,472.59907550225125,483.27864712930125
32,0.830078125,0.0,0.0,101.0,0.0,551.0,0.0,474.80828703064833,403.5568402290769,472.59907550225125,483.27864712930125
33,0.85009765625,0.0,0.0,101.0,0.0,550.0,0.0,474.80828703064833,403.5568402290769,472.59907550225125,483.27864712930125
34,0.8798828125,0.0,0.0,101.0,0.0,549.0,0.0,474.8251041804472,403.51002876166973,472.5606763077697,483.23750552802613
35,0.909912109375,0.0,0.0,101.0,0.0,551.0,0.0,474.8251041804472,403.51002876166973,472.5606763077697,483.23750552802613
36,0.929931640625,0.0,0.0,101.0,0.0,552.0,0.0,474.8251041804472,403.51002876166973,472.5606763077697,483.23750552802613
37,0.9599609375,0.0,0.0,101.0,0.0,550.0,0.0,474.8251041804472,403.51002876166973,472.5606763077697,483.23750552802613
38,0.989990234375,0.0,0.0,101.0,0.0,551.0,0.0,474.8251041804472,403.51002876166973,472.5606763077697,483.23750552802613
39,1.010009765625,0.0,0.0,100.0,0.0,552.0,0.0,474.8251041804472,403.51002876166973,472.5606763077697,483.23750552802613
40,1.0400390625,0.0,0.0,101.0,0.0,548.0,0.0,474.83560060796833,403.499257043757,472.5606763077697,483.23750552802613
41,1.06005859375,0.0,0.0,101.0,0.0,551.0,0.0,474.83560060796833,403.499257043757,472.5606763077697,483.23750552802613
